Name,Mortality,Original_Mortality,New_Mort,dnbr,Mortality_Qualitative,prefire_cover,new_cover,Veg_Assoc,elev,slope,temp,sr,precip,tpi,cwd,vpd_Aug,twi,Mean Aspect ,flow,area,southwestness,vpd_jan,fri,wind_speed,wind_direction,wind_exposition,elev_d,slope_d,temp_d,sr_d,precip_d,tpi_d,cwd_d,vpd_a_d,twi_d,area_d,vpd_j_d,elev_p,slope_p,temp_p,sr_p,precip_p,tpi_p,cwd_p,vpd_a_p,twi_p,area_p,vpd_j_p,landscape_position,cwd_2
1955,0,None,low,0.042471,None,Low (5-25%),low,Chap/Oak,1864.180326,35.439813,28.882005,2446144.486,854.957184,0.552928,1863.609205,29.735838,4.230729,239.567051,0.557716,16795.20868,-0.416765413,8.490963,100,20.985307,285.878962,1.235221,100%,70%,10%,100%,70%,90%,100%,10%,30%,70%,10%,100%,75%,25%,100%,75%,100%,100%,25%,50%,75%,25%,Midslope,825.3005
1956,0,None,low,0.170101,None,Moderate (25-50%),moderate_low,Chap/Oak,1628.132109,33.26684,29.265973,1588967.753,825.273359,-1.030562,1628.108207,29.636649,4.658744,300.599577,0.747957,11956.93717,0.979796818,8.567412,100,14.826669,292.365245,1.107779,100%,60%,10%,70%,70%,70%,100%,10%,50%,70%,10%,100%,75%,25%,75%,75%,75%,100%,25%,50%,75%,25%,Midslope with Drainage,780.184505
1957,2,Low,ml,0.077827,Low,Moderate (25-50%),moderate_low,Oak,1756.58499,36.045499,29.193408,2235083.62,807.189825,-2.596889,1756.521385,29.620353,5.779308,258.722011,1.183368,4545.076245,-0.670800877,8.388422,100,18.680345,285.089334,1.153552,100%,80%,10%,90%,70%,40%,100%,10%,90%,40%,10%,100%,75%,25%,100%,75%,50%,100%,25%,100%,50%,25%,Midslope,846.048748
1958,2,Low,ml,0.234099,Low,Moderate (25-50%),moderate_low,Oak,1608.485385,32.018734,30.88097,2200089.998,802.326785,0.254314,1609.300971,35.360032,4.935053,90.71296,0.881404,27512.82684,-0.695670046,9.249741,100,11.512865,296.952824,1.115386,100%,50%,20%,90%,70%,90%,100%,30%,60%,80%,30%,100%,50%,25%,100%,75%,100%,100%,25%,75%,100%,50%,Midslope,785.74095
1959,0,None,low,0.073667,None,Low (5-25%),low,Chap/Oak,1595.516226,27.388275,30.329804,1846012.899,831.765105,-3.620818,1595.805638,33.865885,6.145442,169.993006,1.186309,22376.12287,0.029118446,9.075287,100,11.245835,292.092547,1.053865,100%,20%,20%,90%,70%,30%,100%,20%,90%,80%,30%,100%,25%,25%,100%,75%,50%,100%,25%,100%,75%,25%,Midslope with Drainage,773.292012
1960,2,Low,ml,-0.011111,Low,Low (5-25%),low,Oak,1775.824451,28.079804,28.570126,2033484.756,1043.59107,1.350075,1776.506292,28.700051,5.260238,66.981971,0.68342,1887.664854,0.59108233,8.70868,100,13.394746,307.830748,1.165227,100%,30%,10%,90%,100%,90%,100%,10%,80%,20%,10%,100%,25%,25%,100%,100%,100%,100%,25%,75%,25%,25%,Midslope,703.919932
1962,2,Low,ml,-0.009118,Low,Moderate (25-50%),moderate_low,Oak,1715.786855,28.724326,28.5815,1250370.503,1039.682813,-2.422197,1715.361234,28.43731,5.947664,224.01313,1.212838,3304.772029,0.55130393,8.525402,100,14.043821,307.621497,1.104823,100%,30%,10%,50%,100%,50%,100%,10%,90%,30%,10%,100%,25%,25%,50%,100%,50%,100%,25%,100%,50%,25%,Midslope with Drainage,722.853438
1963,2,Low,ml,0.198286,Low,Low (5-25%),low,Chap/Oak,1649.212441,26.38265,28.804512,1418115.266,985.73965,0.026496,1649.301558,28.936352,4.859288,142.612164,0.821108,121097.3804,0.760686028,8.575425,100,14.990182,306.919774,1.119704,100%,20%,10%,70%,90%,90%,100%,10%,60%,100%,10%,100%,25%,25%,75%,100%,100%,100%,25%,75%,100%,25%,Midslope,721.66947
1964,2,Low,ml,0.384509,Low,High (75-100%),high,Chap/Oak,1596.958175,23.51582,28.312986,1817453.578,965.478134,-2.349767,1597.267054,28.11583,5.435112,86.076986,1.005782,129502.5624,0.769373027,8.687457,74,15.63166,309.519726,1.06499,100%,10%,10%,80%,90%,50%,100%,10%,80%,100%,10%,100%,25%,25%,100%,100%,50%,100%,25%,100%,100%,25%,Midslope with Drainage,739.801654
1965,0,None,low,0.319093,None,High (75-100%),high,Chap/Oak,1575.97144,30.54337,28.295725,2552386.802,961.559601,-7.3113,1574.807953,28.336664,6.841863,172.330324,1.592409,2170.804101,-0.740219807,8.756814,74,14.646989,306.416414,1.052591,100%,40%,10%,100%,90%,10%,100%,10%,100%,20%,20%,100%,50%,25%,100%,100%,25%,100%,25%,100%,25%,25%,Midslope with Drainage,738.106394
1966,5,High,high,0.766981,High,Moderate-High(50-75%),moderate,Chap,1668.807965,21.061664,28.211589,1434202.639,965.428156,-3.242625,1669.086759,27.837033,4.872085,42.574005,0.783063,4805.085885,0.977269652,8.46677,74,18.790175,309.277802,1.113973,100%,10%,10%,70%,90%,30%,100%,10%,60%,40%,10%,100%,25%,25%,75%,100%,50%,100%,25%,75%,50%,25%,Midslope with Drainage,733.089316
1967,4,Moderate,moderate,0.443928,Moderate,Moderate-High(50-75%),moderate,Chap/Oak,1257.08525,32.860147,30.531212,1032537.742,907.299869,-0.739602,1257.422841,34.72834,4.937492,34.826989,0.783993,17909.27469,-0.106453365,10.199623,74,12.328707,302.229753,1.076959,40%,50%,20%,30%,80%,80%,40%,30%,60%,70%,60%,50%,50%,25%,25%,100%,75%,50%,25%,75%,75%,75%,Midslope with Drainage,884.810357
1968,5,High,high,0.712929,High,High (75-100%),high,Chap/Oak,1258.04184,34.724915,30.634475,971367.0563,890.393272,-1.804563,1258.374296,35.314427,4.433146,15.106519,0.77379,5293.740849,-0.829141096,10.392291,74,12.215251,304.241281,1.096341,40%,70%,20%,20%,80%,60%,40%,30%,40%,40%,60%,50%,75%,25%,25%,75%,75%,50%,25%,50%,50%,75%,Midslope,883.728591
1969,5,High,high,0.530259,High,Moderate-High(50-75%),moderate,Chap/Oak,1176.795358,27.078599,30.654126,1100306.328,908.517624,-4.175751,1177.985809,35.307304,6.667936,15.086527,1.532796,593.969085,-0.840150977,10.378902,74,12.047516,305.101237,0.955557,20%,20%,20%,40%,80%,20%,20%,30%,100%,10%,60%,25%,25%,25%,50%,100%,25%,25%,25%,100%,25%,75%,Midslope with Drainage,887.089172
1970,2,Low,ml,0.413767,Low,High (75-100%),high,Chap/Oak,1137.716893,26.660844,31.061061,1790556.546,870.020257,-3.435906,1138.386368,36.266164,5.713136,69.683274,1.283827,31260.91939,-0.190930848,10.687167,74,11.602947,309.862073,0.94688,10%,20%,30%,80%,70%,30%,10%,30%,90%,90%,70%,25%,25%,25%,100%,75%,50%,25%,50%,100%,100%,75%,Midslope with Drainage,894.38393
1971,2,Low,ml,0.389366,Low,Moderate-High(50-75%),moderate,Chap/Oak,1107.045518,28.775796,31.244374,1372133.173,867.410283,-3.211027,1107.184131,36.652563,5.214816,51.981664,1.21977,12877.96905,-0.973497413,10.922215,74,10.640975,310.384268,0.935972,10%,30%,30%,60%,70%,30%,10%,30%,70%,70%,70%,25%,25%,25%,75%,75%,50%,25%,50%,75%,75%,75%,Midslope with Drainage,892.498204
1972,0,None,low,0.37363,None,Low (5-25%),low,Chap/Oak,1064.991126,16.749995,31.422813,2277141.93,865.64966,-3.613536,1064.864711,37.004592,6.757941,147.99186,1.308369,7149.651358,-0.03911001,11.184823,74,9.376976,304.32432,0.921064,10%,10%,30%,90%,70%,30%,10%,40%,100%,50%,80%,25%,25%,50%,100%,75%,50%,25%,50%,100%,50%,75%,Midslope with Drainage,900.113464
1973,0,None,low,0.320199,None,Moderate-High(50-75%),moderate,Chap/Oak,1212.611601,20.06829,30.988206,1373698.586,900.148752,-5.636004,1212.611601,35.152985,7.652775,145.110934,1.487255,1919.350534,-0.219738749,10.524465,100,17.061334,309.022873,1.035969,30%,10%,20%,60%,80%,20%,30%,30%,100%,20%,60%,25%,25%,25%,75%,75%,25%,25%,25%,100%,25%,75%,Midslope with Drainage,843.151693
1974,5,High,high,0.057066,High,High (75-100%),high,Chap/Oak,1274.534644,41.764697,30.922328,994267.6458,909.030467,1.552401,1274.534644,35.287368,4.01392,17.396634,0.705628,1247.835973,0.966838169,10.744223,100,16.983832,298.253507,1.179538,40%,100%,20%,30%,80%,100%,40%,30%,20%,20%,70%,50%,100%,25%,25%,100%,100%,50%,25%,25%,25%,75%,Midslope,864.569143
1975,0,None,low,0.396059,None,Moderate-High(50-75%),moderate,Chap/Oak,1225.278842,48.914872,31.045785,914306.1307,909.556169,1.231812,1224.287953,35.916211,3.871521,10.928169,0.845178,1050.257762,0.903242224,10.958126,100,16.633487,301.007629,1.137666,30%,100%,30%,20%,80%,90%,30%,30%,20%,10%,70%,25%,100%,25%,25%,100%,100%,25%,25%,25%,25%,75%,Midslope,899.124315
1976,3,Moderate,moderate,-0.040646,Moderate,Moderate-High(50-75%),moderate,Chap/Oak,1115.824236,33.380418,31.652996,986815.567,902.097927,4.889404,1115.824236,37.577379,3.490686,15.679176,0.320915,1210.844019,-0.393938371,11.610285,100,13.741177,302.241862,1.1137,10%,60%,30%,30%,80%,100%,10%,40%,10%,20%,80%,25%,75%,50%,25%,75%,100%,25%,50%,25%,25%,100%,Upmost ,952.289154
1982,1,Very Low,low,0.09324,Low,Moderate-High(50-75%),moderate,Chap/Oak,1609.579997,32.865726,32.529393,1102476.148,587.805855,-0.885726,1609.489456,38.368472,4.448246,156.945461,0.720412,124177.4968,0.488436385,8.920109,100,14.211628,310.258276,1.169423,100%,50%,50%,40%,40%,70%,100%,40%,40%,100%,20%,100%,50%,50%,50%,50%,75%,100%,50%,50%,100%,25%,Midslope with Drainage,851.714329
1983,2,Low,ml,-0.014658,Low,Moderate (25-50%),moderate_low,Chap/Oak,1605.184646,33.775746,32.415983,1327814.645,600.826604,-2.722691,1605.169234,37.7301,4.906146,199.402234,0.84997,42205.64653,0.893810457,8.834177,100,14.209727,316.902321,1.135516,100%,60%,50%,60%,40%,40%,100%,40%,60%,90%,20%,100%,75%,50%,75%,50%,50%,100%,50%,75%,100%,25%,Midslope with Drainage,857.675135
1984,0,None,low,0.007357,None,Moderate (25-50%),moderate_low,Chap/Oak,1549.638587,34.803827,32.636561,1704150.502,592.659887,-4.124295,1549.837387,38.84169,4.525313,95.982194,1.004155,13489.01271,-0.97750519,8.965734,100,12.50242,310.495845,1.083709,100%,70%,50%,80%,40%,30%,90%,50%,40%,70%,20%,100%,75%,50%,100%,50%,25%,100%,50%,50%,75%,25%,Midslope with Drainage,859.470249
1985,2,Low,ml,0.26305,Low,Moderate-High(50-75%),moderate,Chap/Oak,1543.499208,31.224502,32.392721,1732569.43,629.91509,-3.923053,1543.618193,38.34628,5.022234,86.352808,1.034327,22239.76933,0.91426143,8.900641,100,12.459627,302.998127,1.091872,100%,40%,50%,80%,40%,30%,90%,40%,70%,80%,20%,100%,50%,50%,100%,50%,25%,100%,50%,75%,75%,25%,Midslope with Drainage,874.779438
1986,2,Low,ml,0.268509,Low,Moderate (25-50%),moderate_low,Chap/Oak,1552.992324,31.761159,32.354055,1494905.545,629.243295,-3.11402,1553.289556,38.190609,5.071608,53.938458,1.020037,23039.70121,0.154634626,8.841827,100,13.304699,305.927046,1.093598,100%,50%,50%,70%,40%,40%,90%,40%,70%,80%,20%,100%,50%,50%,75%,50%,50%,100%,50%,75%,100%,25%,Midslope,871.125097
1988,5,High,high,0.600113,High,Moderate (25-50%),moderate_low,Chap,1545.444369,35.764035,32.851164,1334544.336,641.447354,0.051163,1545.764718,40.657888,4.211682,80.812091,0.663036,15885.74086,0.947537931,8.985995,100,13.164223,304.482183,1.140561,100%,80%,60%,60%,50%,90%,90%,60%,30%,70%,20%,100%,75%,75%,75%,50%,100%,100%,75%,25%,75%,25%,Midslope,869.682209
1989,3,Moderate,moderate,0.270165,Moderate,Moderate (25-50%),moderate_low,Chap,1531.338646,32.609431,32.683479,1304662.309,644.729495,-2.892761,1530.868491,40.46851,5.01084,261.656391,0.896208,19428.08295,0.50387192,8.927628,100,14.111135,301.669214,1.084439,100%,50%,50%,60%,50%,40%,90%,60%,70%,80%,20%,100%,50%,50%,75%,50%,50%,100%,75%,75%,75%,25%,Midslope,866.238818
1991,5,High,high,0.357074,High,Moderate-High(50-75%),moderate,Chap/Oak,1553.437549,36.683172,32.936957,981400.855,651.711064,1.324756,1553.56707,41.718228,3.926677,15.31128,0.481882,2231.585342,-0.698148769,8.98622,100,12.503941,299.296383,1.175782,100%,80%,60%,20%,50%,90%,90%,60%,20%,30%,20%,100%,100%,75%,25%,50%,100%,100%,75%,25%,25%,25%,Upmost,866.743538
1992,2,Low,ml,0.271429,Low,Moderate (25-50%),moderate_low,Chap/Oak,1544.760924,41.15525,33.001576,1069967.878,652.602796,0.006344,1544.963168,42.085842,3.601457,73.43764,0.485516,5734.014631,0.720750029,9.070096,100,12.142636,301.061796,1.185585,100%,100%,60%,30%,50%,80%,90%,70%,10%,50%,30%,100%,100%,75%,50%,50%,100%,100%,75%,25%,50%,25%,Upmost,867.973016
1993,2,Low,ml,0.318755,Low,Moderate (25-50%),moderate_low,Chap/Oak,1520.467195,33.193594,32.760695,1502608.25,666.516869,-4.178143,1520.639196,40.788784,5.163299,219.869637,0.955661,21486.09805,0.405909717,8.90891,100,13.856258,296.026194,1.084292,100%,60%,60%,70%,50%,20%,90%,60%,70%,80%,20%,100%,75%,75%,75%,50%,25%,100%,75%,75%,75%,25%,Midslope with Drainage,856.482195
1996,3,Moderate,moderate,0.467431,Moderate,Moderate (25-50%),moderate_low,Chap,1460.885341,33.790428,33.076632,1206718.645,667.397785,-3.118104,1460.722804,42.614981,4.945416,189.574235,1.011975,28034.92854,-0.646166332,9.411266,100,12.145295,298.966322,1.070003,80%,60%,60%,50%,50%,40%,80%,70%,60%,80%,40%,100%,75%,75%,50%,50%,50%,100%,75%,75%,100%,50%,Midslope,876.794325
1997,2,Low,ml,0.354414,Low,Moderate (25-50%),moderate_low,Chap/Oak,1595.738248,34.384145,32.768919,1727143.579,672.916255,-5.564969,1596.110451,40.136232,5.251356,66.390314,1.376415,2266.380203,0.040731735,9.172366,100,13.908962,291.972796,1.17113,100%,70%,60%,80%,50%,20%,100%,50%,70%,30%,30%,100%,75%,75%,100%,50%,25%,100%,50%,75%,25%,50%,Midslope,850.350615
1998,2,Low,ml,0.349487,Low,High (75-100%),high,Chap/Oak,1578.330754,40.322161,32.780965,1163183.309,672.805104,-4.837738,1578.49871,40.256931,4.349665,65.47526,0.770144,6636.695258,-0.767101669,9.243705,100,13.443197,291.655552,1.160513,100%,100%,60%,40%,50%,20%,100%,50%,40%,50%,30%,100%,100%,75%,50%,50%,25%,100%,50%,50%,50%,50%,Midslope,851.458423
1999,2,Low,ml,0.267332,Low,Moderate-High(50-75%),moderate,Chap/Oak,1554.008,36.759297,32.824129,1259572.619,671.323137,-2.81732,1553.900748,40.869874,4.270849,200.240809,0.724287,20475.05443,0.931037655,9.347275,100,12.825169,291.520419,1.167357,100%,80%,60%,50%,50%,40%,90%,60%,30%,80%,40%,100%,100%,75%,50%,50%,50%,100%,75%,50%,75%,50%,Midslope,855.369975
2000,4,Moderate,moderate,0.254342,Moderate,Low (5-25%),low,Chap/Oak,1463.456948,36.640581,33.21353,1346475.513,668.708454,0.202727,1463.456948,43.416415,3.804633,37.312222,0.469853,1666.97316,0.691103772,9.534972,100,11.681408,298.000156,1.127311,80%,80%,70%,60%,50%,90%,80%,70%,20%,20%,40%,100%,100%,75%,75%,50%,100%,100%,75%,25%,25%,50%,Midslope,886.555952
2001,2,Low,ml,0.154334,Low,Moderate-High(50-75%),moderate,Chap/Oak,1510.893658,35.538993,32.998383,1415557.976,675.659462,-1.905851,1511.081253,42.316806,4.660642,185.833093,0.81368,138545.1514,0.102819139,9.574762,100,12.707196,293.295416,1.126768,100%,80%,60%,60%,50%,60%,90%,70%,50%,100%,40%,100%,75%,75%,75%,50%,50%,100%,75%,50%,100%,50%,Midslope with Drainage,869.836839
2004,2,Low,ml,0.189227,Low,Moderate (25-50%),moderate_low,Chap/Oak,1534.539581,37.922235,33.299406,1270532.6,679.326092,-1.183918,1535.456606,43.642357,4.346981,145.163538,0.771508,33932.61391,-0.270729419,9.746523,100,13.271211,299.155224,1.174044,100%,90%,70%,50%,50%,70%,90%,80%,40%,90%,50%,100%,100%,75%,50%,50%,75%,100%,75%,50%,100%,50%,Midslope,871.1621
2005,4,Moderate,moderate,0.39126,Moderate,Moderate-High(50-75%),moderate,Chap/Oak,1550.287503,37.270562,33.439875,1423130.171,681.35339,-1.259522,1551.371715,44.007738,4.259212,51.57334,0.732903,10588.4982,-0.80265435,9.830012,100,13.287613,300.01496,1.197533,100%,90%,70%,70%,50%,70%,90%,80%,30%,60%,50%,100%,100%,75%,75%,50%,75%,100%,75%,50%,75%,50%,Midslope,872.439947
2007,1,Very Low,low,0.180576,Low,Moderate-High(50-75%),moderate,Chap/Oak,1427.246648,35.716956,33.633008,1416991.792,720.450941,-1.137191,1427.198738,43.843955,4.587178,163.269456,0.768422,44332.8941,0.452429079,9.917744,100,12.073264,296.067911,1.123047,70%,80%,80%,60%,60%,70%,70%,80%,50%,90%,50%,75%,75%,75%,75%,75%,75%,75%,75%,50%,100%,50%,Midslope with Drainage,890.772603
2008,2,Low,ml,0.00135,Low,Moderate-High(50-75%),moderate,Chap/Oak,1529.86889,40.217888,33.671749,850051.0909,726.971749,1.175577,1530.969196,43.956097,3.397126,34.307356,0.410974,21472.96751,-0.586141679,10.092422,100,11.551578,292.078113,1.231328,100%,100%,80%,10%,60%,90%,90%,80%,10%,80%,50%,100%,100%,75%,25%,75%,100%,100%,75%,25%,75%,50%,Upmost,901.829941
2009,3,Moderate,moderate,0.46285,Moderate,Moderate-High(50-75%),moderate,Chap/Oak,1397.383251,31.955688,33.657534,1476892.725,718.364395,-1.304463,1397.309954,44.271551,5.171264,42.016816,0.827587,4842.582191,0.717346501,10.019402,100,11.009676,296.193983,1.107499,70%,50%,80%,70%,60%,70%,70%,80%,70%,40%,50%,75%,50%,75%,75%,75%,75%,75%,100%,75%,50%,50%,Midslope,893.161689
2010,2,Low,ml,0.360274,Low,Low (5-25%),low,Chap/Oak,1492.006718,35.564425,33.599743,2144364.612,723.057781,4.71984,1492.500153,44.019386,3.400559,98.72606,0.408998,2294.948733,0.819514027,10.044034,100,11.350354,292.492273,1.203859,100%,80%,80%,90%,60%,100%,90%,80%,10%,30%,50%,100%,75%,75%,100%,75%,100%,100%,75%,25%,25%,50%,Midslope,896.413435
2011,2,Low,ml,0.184368,Low,Moderate-High(50-75%),moderate,Chap/Oak,1338.711652,33.013918,34.055713,1156170.852,717.2778,-3.283878,1338.588436,45.864027,5.026907,181.059777,0.989222,12030.71326,0.999115014,10.362879,100,12.312187,289.377721,1.035662,50%,60%,90%,40%,60%,30%,50%,90%,70%,70%,60%,50%,75%,100%,50%,75%,50%,50%,100%,75%,75%,75%,Midslope,891.801496
2012,5,High,high,0.58472,High,Moderate-High(50-75%),moderate,Chap/Oak,1357.49515,29.162098,33.971673,1199886.605,718.448604,-0.938877,1356.988187,45.559645,4.864321,330.594682,0.807456,5842.44639,0.34414509,10.277897,100,11.625235,288.91394,1.088297,60%,30%,90%,50%,60%,70%,60%,90%,60%,50%,60%,75%,50%,100%,50%,75%,75%,75%,100%,75%,50%,75%,Midslope with Drainage,887.113031
2013,2,Low,ml,0.077268,Low,High (75-100%),high,Chap/Oak,1434.211515,35.245222,33.894108,1097338.699,726.513774,-0.559692,1434.706833,44.40653,4.598958,62.6897,0.817847,88735.11404,0.495385313,10.126379,100,11.164667,297.02217,1.12966,80%,70%,80%,30%,60%,80%,80%,80%,50%,100%,60%,75%,75%,100%,50%,75%,75%,75%,100%,50%,100%,75%,Midslope,901.962577
2014,3,Moderate,moderate,0.238538,Moderate,Moderate (25-50%),moderate_low,Chap/Oak,1358.6438,31.616786,33.731999,1689383.187,722.67424,-2.147314,1358.648201,44.561332,5.432869,59.661663,1.010349,21302.21474,-0.393763866,10.135154,100,10.328358,292.433239,1.033999,60%,50%,80%,80%,60%,50%,60%,80%,80%,80%,60%,75%,50%,75%,75%,75%,50%,75%,100%,100%,75%,75%,Midslope with Drainage,903.532102
2015,5,High,high,0.315549,High,Moderate-High(50-75%),moderate,Chap,1407.346985,37.480706,33.657375,1136523.91,723.444639,-2.643044,1407.346985,44.324838,4.572118,26.504302,0.910669,2696.319375,-0.838996019,10.12098,100,10.512364,291.856524,1.099015,70%,90%,80%,40%,60%,40%,70%,80%,50%,30%,50%,75%,100%,75%,50%,75%,50%,75%,100%,50%,25%,50%,Midslope,902.388329
2016,2,Low,ml,0.22743,Low,High (75-100%),high,Chap/Oak,1436.120289,34.562672,33.912723,1647347.994,724.829019,-1.470739,1435.232184,44.55683,4.781275,261.575587,0.789884,75884.84455,0.432507033,10.081327,100,12.045254,295.19688,1.119388,80%,70%,80%,80%,60%,60%,80%,80%,50%,100%,50%,75%,75%,100%,75%,75%,75%,75%,100%,50%,100%,50%,Midslope with Drainage,887.443676
2017,5,High,high,0.425357,High,Moderate-High(50-75%),moderate,Chap/Oak,1327.134363,29.959084,34.20136,1328493.448,716.644483,-3.926337,1328.367808,46.179847,5.379269,134.895812,0.884423,3355.038426,-0.538619166,10.428255,100,12.873421,295.532519,1.022067,50%,40%,90%,60%,60%,30%,50%,90%,80%,30%,60%,50%,50%,100%,75%,75%,25%,50%,100%,75%,50%,75%,Upmost,892.961058
2018,2,Low,ml,0.372974,Low,High (75-100%),high,Chap/Oak,1446.134615,37.014682,34.017195,1352714.032,721.470807,1.433375,1446.491964,45.329072,4.016547,115.966042,0.605793,62701.12687,-0.604399142,10.220499,100,12.544259,292.526391,1.160314,80%,90%,90%,60%,60%,90%,80%,90%,20%,100%,60%,75%,100%,100%,75%,75%,100%,75%,100%,25%,100%,75%,Midslope with Drainage,878.484512
2019,5,High,high,0.572198,High,Moderate-High(50-75%),moderate,Chap/Oak,1279.417119,43.114572,32.694793,1131012.96,1023.629316,-1.417461,1279.417119,38.849457,3.534584,25.993364,0.509997,2245.987292,-0.465763754,9.795189,75,10.753886,299.560687,1.018282,40%,100%,50%,40%,100%,60%,40%,50%,10%,30%,50%,50%,100%,50%,50%,100%,75%,50%,50%,25%,25%,50%,Midslope,862.620359
2020,1,Very Low,low,0.3061,Low,Moderate-High(50-75%),moderate,Chap/Oak,1282.161241,30.518979,32.324967,1584631.153,1030.84746,-4.926122,1281.606899,37.034353,5.828282,99.554092,1.21188,19549.13083,0.976375594,9.6759,75,11.233938,303.109901,0.964023,40%,40%,50%,70%,100%,20%,40%,40%,90%,80%,40%,50%,50%,50%,75%,100%,25%,50%,50%,100%,75%,50%,Valley/River Bottom,821.825233
2021,0,None,low,0.480879,None,Moderate (25-50%),moderate_low,Chap/Oak,1369.867695,31.273989,31.904111,1347190.705,1022.933941,-2.271391,1370.253734,35.321286,5.530237,101.51785,1.005735,5049.036949,-0.573490077,9.566097,75,11.98164,303.346585,1.041356,60%,40%,40%,60%,100%,50%,60%,30%,80%,40%,40%,75%,50%,50%,75%,100%,50%,75%,25%,100%,50%,50%,Adjacent to Bed,777.075655
2022,5,High,high,0.554923,High,High (75-100%),high,Chap/Oak,1264.64021,31.573663,32.71701,1498895.63,1014.619336,-5.602359,1264.056591,39.147782,5.739188,185.932911,1.095539,7489.304407,0.201431512,9.817049,75,10.949958,298.324389,0.974277,40%,50%,60%,70%,100%,20%,40%,50%,90%,50%,50%,50%,50%,75%,75%,100%,25%,50%,50%,100%,50%,50%,Adjacent to Bed,860.349278
2023,4,Moderate,moderate,0.5795,Moderate,Moderate-High(50-75%),moderate,Chap/Oak,1180.871812,39.036411,33.61738,974539.9334,976.536848,-2.466126,1180.112843,42.419897,4.175896,128.516403,0.882095,11848.3826,-0.617075709,10.27682,100,10.534564,304.866549,0.96027,20%,90%,80%,20%,90%,50%,20%,70%,30%,70%,60%,25%,100%,75%,25%,100%,50%,25%,75%,25%,75%,75%,Midslope,862.231993
2024,5,High,high,0.547355,High,High (75-100%),high,Chap/Oak,1224.871754,31.480845,32.826044,1649579.062,966.094658,-6.270705,1224.955592,38.937432,5.705863,153.819708,1.258014,14644.56292,-0.474554017,9.738545,75,9.225567,311.440306,0.938055,30%,50%,60%,80%,90%,10%,30%,50%,90%,70%,50%,25%,50%,75%,75%,100%,25%,25%,50%,100%,75%,50%,Adjacent to Bed,846.507762
2025,5,High,high,0.809113,High,High (75-100%),high,Chap/Oak,1311.521147,31.627866,32.225866,1422413.44,960.746408,-3.669919,1311.215625,36.631728,5.097127,184.891331,1.019818,31479.137,-0.743815449,9.310739,75,9.574985,312.43293,1.001732,50%,50%,50%,70%,90%,30%,50%,30%,70%,90%,30%,50%,50%,50%,75%,100%,25%,50%,50%,75%,100%,50%,Midslope with Drainage,813.790409
2026,5,High,high,0.726912,High,Moderate (25-50%),moderate_low,Chap/Oak,1275.377313,24.623102,32.351759,1130908.105,975.532141,-8.297791,1274.806457,36.982306,6.279904,188.775934,1.652488,5623.734506,0.095604242,9.57592,75,10.204353,303.650869,0.955984,40%,20%,50%,40%,90%,10%,40%,40%,100%,50%,40%,50%,25%,50%,50%,100%,25%,50%,50%,100%,50%,50%,Adjacent to Bed,819.608358
2027,5,High,high,0.543525,High,Moderate-High(50-75%),moderate,Chap/Oak,1438.984399,36.139371,31.645439,923667.0655,959.516398,-3.340547,1439.853423,35.186815,5.150496,85.961958,1.053936,1764.837015,0.690970754,9.205725,75,11.337102,316.728159,1.08101,80%,80%,30%,20%,90%,30%,80%,30%,70%,20%,30%,75%,75%,50%,25%,100%,50%,75%,25%,75%,25%,50%,Midslope with Drainage,785.961887
2028,5,High,high,0.822322,High,Moderate (25-50%),moderate_low,Chap/Oak,1327.578231,30.484885,31.93547,1255015.63,981.6581,-3.022646,1327.241121,35.300711,5.507502,142.565533,0.978105,10007.87992,0.729600995,9.449128,75,11.279487,303.839229,0.998963,50%,40%,40%,50%,90%,40%,50%,30%,80%,60%,40%,50%,50%,50%,50%,100%,50%,50%,25%,100%,75%,50%,Adjacent to Bed,796.165147
2029,5,High,high,0.73407,High,High (75-100%),high,Chap/Oak,1422.42058,32.851276,31.334832,1241249.644,995.077483,-3.330167,1422.763931,33.589859,5.318409,173.288947,1.149882,37657.47231,0.124898753,9.480704,75,12.95945,308.511309,1.04797,70%,50%,30%,50%,100%,30%,70%,20%,80%,90%,40%,75%,50%,25%,50%,100%,50%,75%,25%,75%,100%,50%,Adjacent to Bed,780.035959
2032,3,Moderate,moderate,0.37921,Moderate,Moderate (25-50%),moderate_low,Chap/Oak,1348.261497,18.931361,30.871701,1830032.845,1001.372571,-5.363265,1348.23877,33.95279,7.39878,116.179331,1.519715,3652.790535,-0.422065461,8.954516,75,10.874271,295.994001,0.94551,60%,10%,20%,90%,100%,20%,60%,20%,100%,40%,20%,75%,25%,25%,100%,100%,25%,75%,25%,100%,50%,25%,Valley/River Bottom,807.817818
2033,2,Low,ml,0.307192,Low,Moderate-High(50-75%),moderate,Chap/Oak,1374.023722,27.624594,30.840519,1339551.582,1006.625278,-3.379337,1374.182976,33.485244,5.104263,130.656693,0.898861,16940.80678,0.995440727,8.780855,75,11.033686,295.969775,0.991591,60%,20%,20%,60%,100%,30%,60%,20%,70%,70%,20%,75%,25%,25%,75%,100%,50%,75%,25%,75%,75%,25%,Valley/River Bottom,802.893394
